year,date,statefips,countyfips,ctfips,latitude,longitude,ds_o3_pred,ds_o3_stdd
2013,15JUN2013,12,12086,12086010300,25.55113,-80.47524,24.9533,3.5351
2013,15JUN2013,12,12086,12086010617,25.55142,-80.34838,30.0691,3.4302
2013,15JUN2013,12,12086,12086010614,25.55357,-80.36776,29.4335,3.401
2013,15JUN2013,12,12086,12086010612,25.56718,-80.34107,30.4309,3.3363
2013,15JUN2013,12,12086,12086010609,25.57039,-80.36181,29.5482,3.4016
2013,15JUN2013,12,12086,12086010209,25.5744,-80.39397,28.0935,3.4187
2013,15JUN2013,12,12086,12086010210,25.57473,-80.38124,28.712,3.35
2013,15JUN2013,12,12086,12086010613,25.57553,-80.31682,31.2321,3.2911
2013,15JUN2013,12,12086,12086010608,25.57678,-80.34714,30.1422,3.2582
2013,15JUN2013,12,12086,12086010201,25.57991,-80.44055,26.3348,3.4478
2013,15JUN2013,12,12086,12086010606,25.5853,-80.35498,29.6783,3.2783
2013,15JUN2013,12,12086,12086010610,25.5876,-80.32493,30.9481,3.2199
2013,15JUN2013,12,12086,12086010205,25.58909,-80.38481,28.5273,3.3665
2013,15JUN2013,12,12086,12086010208,25.58936,-80.37743,28.906,3.3272
2013,15JUN2013,12,12086,12086010204,25.58963,-80.3992,27.8595,3.3789
2013,15JUN2013,12,12086,12086010207,25.59077,-80.36756,29.2521,3.3039
2013,15JUN2013,12,12086,12086010604,25.59094,-80.33859,30.4812,3.2603
2013,15JUN2013,12,12086,12086019800,25.60269,-80.45433,25.7371,3.4193
2013,15JUN2013,12,12086,12086019900,25.60315,-80.41901,27.0592,3.3339
2013,15JUN2013,12,12086,12086020300,25.60464,-80.38143,28.6724,3.3441
2013,15JUN2013,12,12086,12086008308,25.60568,-80.37137,29.1115,3.3272
2013,15JUN2013,12,12086,12086008208,25.60629,-80.34419,30.2072,3.2996
2013,15JUN2013,12,12086,12086008309,25.60646,-80.35764,29.6604,3.2353
2013,15JUN2013,12,12086,12086008209,25.60775,-80.32641,30.9936,3.319
2013,15JUN2013,12,12086,12086020200,25.61312,-80.39757,27.9987,3.4166
2013,15JUN2013,12,12086,12086020000,25.61439,-80.42609,26.7383,3.37
2013,15JUN2013,12,12086,12086019700,25.61765,-80.45486,25.7807,3.4801
2013,15JUN2013,12,12086,12086008202,25.62029,-80.33061,30.7358,3.2974
2013,15JUN2013,12,12086,12086008306,25.62101,-80.35435,29.7794,3.3015
2013,15JUN2013,12,12086,12086008307,25.62114,-80.37128,29.0963,3.3706
2013,15JUN2013,12,12086,12086020100,25.62128,-80.41917,27.09,3.3611
2013,15JUN2013,12,12086,12086008207,25.6218,-80.31187,31.4673,3.4756
2013,15JUN2013,12,12086,12086010198,25.63107,-80.44036,26.2942,3.4969
2013,15JUN2013,12,12086,12086008304,25.63395,-80.37132,29.0719,3.4269
2013,15JUN2013,12,12086,12086019500,25.63411,-80.42733,26.8411,3.4249
2013,15JUN2013,12,12086,12086019300,25.63448,-80.39185,28.1934,3.3077
2013,15JUN2013,12,12086,12086008206,25.63662,-80.32858,30.9199,3.3868
2013,15JUN2013,12,12086,12086008305,25.63791,-80.35135,29.9023,3.3927
2013,15JUN2013,12,12086,12086008205,25.63812,-80.3025,31.6637,3.3862
2013,15JUN2013,12,12086,12086019600,25.63818,-80.47526,24.835,3.3579
2013,15JUN2013,12,12086,12086019400,25.64452,-80.40322,27.7263,3.3569
2013,15JUN2013,12,12086,12086980200,25.64803,-80.43141,26.5959,3.3845
2013,15JUN2013,12,12086,12086008415,25.65419,-80.359,29.5668,3.3518
2013,15JUN2013,12,12086,12086008102,25.65428,-80.31973,31.0114,3.4008
2013,15JUN2013,12,12086,12086008101,25.65428,-80.29919,31.637,3.4347
2013,15JUN2013,12,12086,12086008414,25.65463,-80.37694,28.6906,3.4483
2013,15JUN2013,12,12086,12086008409,25.65559,-80.33956,30.2176,3.3253
2013,15JUN2013,12,12086,12086010193,25.65862,-80.44177,26.1318,3.463
2013,15JUN2013,12,12086,12086018700,25.66305,-80.42824,26.7153,3.4946
2013,15JUN2013,12,12086,12086018900,25.66385,-80.40802,27.5408,3.4152
2013,15JUN2013,12,12086,12086019200,25.66386,-80.39333,28.0887,3.4341
2013,15JUN2013,12,12086,12086018500,25.66542,-80.4369,26.5102,3.4385
2013,15JUN2013,12,12086,12086018200,25.66551,-80.47548,24.8534,3.4049
2013,15JUN2013,12,12086,12086018400,25.66594,-80.44566,26.08,3.4396
2013,15JUN2013,12,12086,12086018800,25.66957,-80.41996,27.0048,3.4847
2013,15JUN2013,12,12086,12086008000,25.67216,-80.26808,32.3634,3.4511
2013,15JUN2013,12,12086,12086007806,25.67455,-80.29349,31.6045,3.4536
2013,15JUN2013,12,12086,12086008405,25.67518,-80.34935,29.8538,3.4326
2013,15JUN2013,12,12086,12086007807,25.6759,-80.31076,31.1483,3.3551
2013,15JUN2013,12,12086,12086008410,25.67653,-80.38214,28.5278,3.3348
2013,15JUN2013,12,12086,12086008417,25.67668,-80.37227,28.9163,3.3951
2013,15JUN2013,12,12086,12086018100,25.67683,-80.43754,26.3764,3.4095
2013,15JUN2013,12,12086,12086018000,25.6769,-80.47268,24.9946,3.4847
2013,15JUN2013,12,12086,12086018300,25.67785,-80.44557,26.0531,3.4025
2013,15JUN2013,12,12086,12086018600,25.67785,-80.42756,26.8275,3.3168
2013,15JUN2013,12,12086,12086011500,25.6782,-80.69166,19.8185,3.522
2013,15JUN2013,12,12086,12086019000,25.67835,-80.4085,27.3894,3.4337
2013,15JUN2013,12,12086,12086019100,25.67883,-80.39473,27.9862,3.4733
2013,15JUN2013,12,12086,12086007805,25.67893,-80.3288,30.6087,3.4349
2013,15JUN2013,12,12086,12086007801,25.67995,-80.27944,32.0212,3.4588
2013,15JUN2013,12,12086,12086008416,25.68147,-80.36234,29.1971,3.3699
2013,15JUN2013,12,12086,12086004602,25.68382,-80.16411,33.742,3.5231
2013,15JUN2013,12,12086,12086007804,25.68537,-80.31721,30.8742,3.4682
2013,15JUN2013,12,12086,12086017600,25.68828,-80.43523,26.3923,3.3862
2013,15JUN2013,12,12086,12086004608,25.68879,-80.16138,33.5265,3.521
2013,15JUN2013,12,12086,12086017700,25.6888,-80.44315,26.1339,3.5282
2013,15JUN2013,12,12086,12086017300,25.68964,-80.41028,27.4787,3.4521
2013,15JUN2013,12,12086,12086004607,25.69,-80.15888,33.7059,3.4083
2013,15JUN2013,12,12086,12086017900,25.69164,-80.46146,25.3683,3.5137
2013,15JUN2013,12,12086,12086008412,25.69203,-80.37738,28.5832,3.469
2013,15JUN2013,12,12086,12086017400,25.69268,-80.42287,26.8203,3.4252
2013,15JUN2013,12,12086,12086008419,25.69422,-80.36282,29.1787,3.4111
2013,15JUN2013,12,12086,12086008407,25.69468,-80.34708,29.8862,3.4052
2013,15JUN2013,12,12086,12086017200,25.69558,-80.40613,27.5637,3.4457
2013,15JUN2013,12,12086,12086017500,25.69565,-80.43443,26.4056,3.4653
2013,15JUN2013,12,12086,12086017800,25.69588,-80.44246,26.0639,3.5212
2013,15JUN2013,12,12086,12086007604,25.69658,-80.29576,31.4194,3.4828
2013,15JUN2013,12,12086,12086007902,25.69736,-80.27687,31.9942,3.5082
2013,15JUN2013,12,12086,12086007705,25.69789,-80.3261,30.5385,3.4796
2013,15JUN2013,12,12086,12086004605,25.69818,-80.15945,33.4912,3.4967
2013,15JUN2013,12,12086,12086008418,25.69904,-80.37402,28.7311,3.4701
2013,15JUN2013,12,12086,12086007704,25.70138,-80.312,31.0373,3.4925
2013,15JUN2013,12,12086,12086980900,25.70409,-80.48773,24.4244,3.468
2013,15JUN2013,12,12086,12086015600,25.70448,-80.37749,28.586,3.5595
2013,15JUN2013,12,12086,12086016500,25.70565,-80.46279,25.3284,3.4628
2013,15JUN2013,12,12086,12086016700,25.70643,-80.43585,26.3439,3.466
2013,15JUN2013,12,12086,12086016600,25.70648,-80.44346,26.0715,3.4687
2013,15JUN2013,12,12086,12086007901,25.70688,-80.27106,32.0358,3.5135
2013,15JUN2013,12,12086,12086016800,25.7069,-80.42347,26.948,3.4021
2013,15JUN2013,12,12086,12086016900,25.70715,-80.41999,26.9718,3.4512
2013,15JUN2013,12,12086,12086017100,25.70731,-80.40272,27.6021,3.3987
2013,15JUN2013,12,12086,12086017000,25.70758,-80.41064,27.2666,3.4902
2013,15JUN2013,12,12086,12086015700,25.70897,-80.39206,27.9127,3.4737
2013,15JUN2013,12,12086,12086008502,25.70917,-80.34253,29.9026,3.463
2013,15JUN2013,12,12086,12086008602,25.70947,-80.36848,28.9471,3.4242
2013,15JUN2013,12,12086,12086007603,25.71148,-80.28974,31.6067,3.458
2013,15JUN2013,12,12086,12086007503,25.71478,-80.27251,31.9708,3.4511
2013,15JUN2013,12,12086,12086008601,25.71707,-80.35495,29.3935,3.4704
2013,15JUN2013,12,12086,12086007300,25.71747,-80.25261,32.4136,3.4414
2013,15JUN2013,12,12086,12086980300,25.7175,-80.27893,31.8702,3.5543
2013,15JUN2013,12,12086,12086007605,25.71814,-80.30461,31.2375,3.458
2013,15JUN2013,12,12086,12086016300,25.71866,-80.44404,26.1212,3.4949
2013,15JUN2013,12,12086,12086007606,25.71884,-80.29817,31.3991,3.4924
2013,15JUN2013,12,12086,12086007702,25.71962,-80.32178,30.616,3.584
2013,15JUN2013,12,12086,12086016400,25.72058,-80.46542,25.2066,3.3748
2013,15JUN2013,12,12086,12086016100,25.72135,-80.42736,26.7159,3.5456
2013,15JUN2013,12,12086,12086016000,25.72169,-80.41943,26.9617,3.5049
2013,15JUN2013,12,12086,12086015900,25.72192,-80.4114,27.1932,3.4622
2013,15JUN2013,12,12086,12086015800,25.7222,-80.40334,27.4225,3.3587
2013,15JUN2013,12,12086,12086008701,25.72222,-80.37704,28.5517,3.4341
2013,15JUN2013,12,12086,12086016200,25.72272,-80.4379,26.2512,3.4349
2013,15JUN2013,12,12086,12086008501,25.72467,-80.34332,29.7522,3.5216
2013,15JUN2013,12,12086,12086008702,25.72532,-80.36621,28.8718,3.4555
2013,15JUN2013,12,12086,12086007601,25.72626,-80.29026,31.7303,3.6028
2013,15JUN2013,12,12086,12086007200,25.7268,-80.2536,32.1901,3.414
2013,15JUN2013,12,12086,12086007501,25.72732,-80.28005,31.8287,3.4505
2013,15JUN2013,12,12086,12086980400,25.72903,-80.15687,33.0545,3.3422
2013,15JUN2013,12,12086,12086007103,25.72958,-80.24208,32.5168,3.4565
2013,15JUN2013,12,12086,12086007400,25.72991,-80.26552,32.0425,3.4729
2013,15JUN2013,12,12086,12086007101,25.73193,-80.24911,32.4401,3.4177
2013,15JUN2013,12,12086,12086006801,25.73469,-80.23423,32.4966,3.4391
2013,15JUN2013,12,12086,12086007104,25.73513,-80.24147,32.364,3.433
2013,15JUN2013,12,12086,12086015200,25.73519,-80.45883,25.4017,3.4507
2013,15JUN2013,12,12086,12086015400,25.73656,-80.40991,27.2405,3.3797
2013,15JUN2013,12,12086,12086015300,25.73683,-80.42852,26.5504,3.4571
2013,15JUN2013,12,12086,12086015500,25.73742,-80.39202,27.8824,3.4906
2013,15JUN2013,12,12086,12086007002,25.7389,-80.24939,32.3493,3.5053
2013,15JUN2013,12,12086,12086006002,25.7392,-80.30848,30.9869,3.4872
2013,15JUN2013,12,12086,12086008803,25.73941,-80.37619,28.57,3.501
2013,15JUN2013,12,12086,12086008804,25.73975,-80.35972,29.1931,3.6151
2013,15JUN2013,12,12086,12086008806,25.74011,-80.3477,29.6342,3.4157
2013,15JUN2013,12,12086,12086008805,25.74028,-80.33971,29.9126,3.5592
2013,15JUN2013,12,12086,12086007701,25.74039,-80.3276,30.3419,3.4949
2013,15JUN2013,12,12086,12086006802,25.7416,-80.21898,32.6407,3.4529
2013,15JUN2013,12,12086,12086006001,25.74283,-80.29737,31.2721,3.4237
2013,15JUN2013,12,12086,12086006102,25.74568,-80.27716,31.8201,3.4494
2013,15JUN2013,12,12086,12086006203,25.74597,-80.26061,31.9632,3.4474
2013,15JUN2013,12,12086,12086007001,25.74667,-80.24629,32.4014,3.3903
2013,15JUN2013,12,12086,12086006900,25.74689,-80.22939,32.5005,3.4609
2013,15JUN2013,12,12086,12086006706,25.74849,-80.19826,32.882,3.4129
2013,15JUN2013,12,12086,12086015100,25.74882,-80.46948,25.0665,3.5186
2013,15JUN2013,12,12086,12086008906,25.75068,-80.3599,29.1156,3.5246
2013,15JUN2013,12,12086,12086005903,25.75184,-80.31177,30.7933,3.5263
2013,15JUN2013,12,12086,12086005904,25.75212,-80.2955,31.3187,3.5612
2013,15JUN2013,12,12086,12086015000,25.75214,-80.42458,26.6349,3.488
2013,15JUN2013,12,12086,12086014900,25.75232,-80.41256,27.1017,3.486
2013,15JUN2013,12,12086,12086014800,25.75239,-80.40451,27.3869,3.5219
2013,15JUN2013,12,12086,12086014700,25.75253,-80.39589,27.7463,3.4691
2013,15JUN2013,12,12086,12086006206,25.75266,-80.2608,32.0472,3.5027
2013,15JUN2013,12,12086,12086014600,25.75371,-80.38827,28.0423,3.4871
2013,15JUN2013,12,12086,12086008904,25.75384,-80.37653,28.5099,3.5037
2013,15JUN2013,12,12086,12086006302,25.75394,-80.24637,32.3878,3.5185
2013,15JUN2013,12,12086,12086006501,25.75421,-80.23434,32.2831,3.4669
2013,15JUN2013,12,12086,12086006504,25.75446,-80.2182,32.5713,3.4069
2013,15JUN2013,12,12086,12086006503,25.75448,-80.22622,32.5923,3.4865
2013,15JUN2013,12,12086,12086008902,25.75467,-80.3439,29.7149,3.5856
2013,15JUN2013,12,12086,12086006705,25.75486,-80.19565,32.8717,3.4133
2013,15JUN2013,12,12086,12086008901,25.75495,-80.32821,30.2668,3.576
2013,15JUN2013,12,12086,12086006702,25.75712,-80.20168,32.6748,3.3388
2013,15JUN2013,12,12086,12086008907,25.75797,-80.36021,29.0226,3.5351
2013,15JUN2013,12,12086,12086006714,25.75857,-80.19084,32.8617,3.4472
2013,15JUN2013,12,12086,12086006101,25.75889,-80.27875,31.5395,3.447
2013,15JUN2013,12,12086,12086005902,25.75919,-80.31233,30.8401,3.5046
2013,15JUN2013,12,12086,12086005901,25.75968,-80.29577,31.2281,3.5403
2013,15JUN2013,12,12086,12086006201,25.76005,-80.26395,32.0565,3.5219
2013,15JUN2013,12,12086,12086006205,25.76027,-80.25782,32.103,3.4304
2013,15JUN2013,12,12086,12086006601,25.76045,-80.20846,32.6996,3.3705
2013,15JUN2013,12,12086,12086006713,25.76128,-80.19049,32.8436,3.4687
2013,15JUN2013,12,12086,12086006301,25.76133,-80.24704,32.1697,3.4721
2013,15JUN2013,12,12086,12086006401,25.76162,-80.23465,32.3191,3.4625
2013,15JUN2013,12,12086,12086006403,25.76181,-80.21832,32.6337,3.4571
2013,15JUN2013,12,12086,12086006402,25.76186,-80.22649,32.5593,3.4847
2013,15JUN2013,12,12086,12086006711,25.7641,-80.18978,32.8634,3.4412
2013,15JUN2013,12,12086,12086009022,25.7643,-80.3826,28.1575,3.5728
2013,15JUN2013,12,12086,12086004500,25.7644,-80.13846,33.1239,3.4723
2013,15JUN2013,12,12086,12086009020,25.76488,-80.37071,28.6754,3.5042
2013,15JUN2013,12,12086,12086009021,25.76499,-80.37674,28.4518,3.5036
2013,15JUN2013,12,12086,12086014500,25.76516,-80.40124,27.5429,3.4382
2013,15JUN2013,12,12086,12086009019,25.76516,-80.36077,28.9082,3.4747
2013,15JUN2013,12,12086,12086006602,25.76529,-80.19989,32.7258,3.5178
2013,15JUN2013,12,12086,12086009006,25.76582,-80.33673,29.9653,3.5192
2013,15JUN2013,12,12086,12086005802,25.76653,-80.30346,30.9729,3.4718
2013,15JUN2013,12,12086,12086005410,25.7673,-80.2267,32.4782,3.4975
2013,15JUN2013,12,12086,12086006707,25.76735,-80.18496,32.8195,3.4569
2013,15JUN2013,12,12086,12086005801,25.76762,-80.28099,31.5893,3.5046
2013,15JUN2013,12,12086,12086005304,25.76763,-80.21855,32.6021,3.4418
2013,15JUN2013,12,12086,12086006709,25.7678,-80.18916,32.799,3.4604
2013,15JUN2013,12,12086,12086005600,25.76805,-80.26347,31.9045,3.4812
2013,15JUN2013,12,12086,12086005502,25.7685,-80.24715,32.1675,3.4787
2013,15JUN2013,12,12086,12086005407,25.76889,-80.23491,32.3402,3.3749
2013,15JUN2013,12,12086,12086005302,25.76978,-80.21105,32.7528,3.4117
2013,15JUN2013,12,12086,12086005409,25.77091,-80.22675,32.5709,3.4607
2013,15JUN2013,12,12086,12086005303,25.77145,-80.21864,32.5831,3.4169
2013,15JUN2013,12,12086,12086003705,25.77166,-80.19471,32.8952,3.4788
2013,15JUN2013,12,12086,12086009015,25.77173,-80.34653,29.5029,3.4152
2013,15JUN2013,12,12086,12086009017,25.77195,-80.37531,28.353,3.4998
2013,15JUN2013,12,12086,12086009029,25.77217,-80.36145,28.9394,3.5066
2013,15JUN2013,12,12086,12086003602,25.77229,-80.20403,32.8125,3.4843
2013,15JUN2013,12,12086,12086003703,25.77275,-80.18873,32.8816,3.4094
2013,15JUN2013,12,12086,12086009014,25.77322,-80.32872,30.1171,3.4844
2013,15JUN2013,12,12086,12086003704,25.77341,-80.19151,32.8074,3.4635
2013,15JUN2013,12,12086,12086981000,25.77403,-80.16568,33.1886,3.415
2013,15JUN2013,12,12086,12086005701,25.7741,-80.29683,31.0649,3.5048
2013,15JUN2013,12,12086,12086005704,25.77474,-80.28003,31.5471,3.4868
2013,15JUN2013,12,12086,12086009026,25.7749,-80.33836,29.8902,3.5147
2013,15JUN2013,12,12086,12086004902,25.77522,-80.26373,31.8229,3.5223
2013,15JUN2013,12,12086,12086009023,25.77551,-80.37866,28.3714,3.4867
2013,15JUN2013,12,12086,12086005501,25.77564,-80.24739,32.1752,3.5631
2013,15JUN2013,12,12086,12086014300,25.7758,-80.40473,27.435,3.4742
2013,15JUN2013,12,12086,12086014400,25.77586,-80.39337,27.8671,3.4738
2013,15JUN2013,12,12086,12086004405,25.77597,-80.13838,33.2072,3.5299
2013,15JUN2013,12,12086,12086014200,25.77599,-80.41281,27.1685,3.4882
2013,15JUN2013,12,12086,12086005403,25.7761,-80.23755,32.2693,3.4349
2013,15JUN2013,12,12086,12086005405,25.77619,-80.2322,32.4042,3.4208
2013,15JUN2013,12,12086,12086005406,25.77619,-80.22575,32.4757,3.4704
2013,15JUN2013,12,12086,12086009027,25.77668,-80.34316,29.5718,3.5859
2013,15JUN2013,12,12086,12086003601,25.77668,-80.20073,32.6648,3.4398
2013,15JUN2013,12,12086,12086005201,25.7767,-80.21882,32.5893,3.4183
2013,15JUN2013,12,12086,12086005202,25.7769,-80.21133,32.6798,3.4156
2013,15JUN2013,12,12086,12086004403,25.77692,-80.13431,33.1151,3.5072
2013,15JUN2013,12,12086,12086009031,25.77756,-80.32865,30.1212,3.5125
2013,15JUN2013,12,12086,12086004404,25.77763,-80.13186,33.3049,3.4969
2013,15JUN2013,12,12086,12086003707,25.77802,-80.19007,32.8908,3.4613
2013,15JUN2013,12,12086,12086003706,25.7781,-80.19389,32.8585,3.4401
2013,15JUN2013,12,12086,12086004406,25.77847,-80.14073,33.2308,3.5164
2013,15JUN2013,12,12086,12086009028,25.77861,-80.36151,29.0485,3.4645
2013,15JUN2013,12,12086,12086009024,25.77912,-80.34751,29.3967,3.562
2013,15JUN2013,12,12086,12086009030,25.77994,-80.32932,30.0502,3.5512
2013,15JUN2013,12,12086,12086005703,25.78006,-80.2775,31.5832,3.5283
2013,15JUN2013,12,12086,12086005103,25.78139,-80.23527,32.3661,3.4652
2013,15JUN2013,12,12086,12086005002,25.78216,-80.24809,32.2099,3.5121
2013,15JUN2013,12,12086,12086490100,25.78236,-80.2599,31.9734,3.5003
2013,15JUN2013,12,12086,12086005102,25.78275,-80.22373,32.411,3.4664
2013,15JUN2013,12,12086,12086004301,25.78296,-80.1423,33.2282,3.572
2013,15JUN2013,12,12086,12086003702,25.78333,-80.18986,32.8282,3.5643
2013,15JUN2013,12,12086,12086003400,25.78392,-80.20052,32.8302,3.4688
2013,15JUN2013,12,12086,12086004303,25.78416,-80.13219,33.2655,3.4502
2013,15JUN2013,12,12086,12086004304,25.78465,-80.13845,33.1397,3.5446
2013,15JUN2013,12,12086,12086014100,25.78471,-80.43788,26.1613,3.518
2013,15JUN2013,12,12086,12086004102,25.78495,-80.15737,33.1531,3.4467
2013,15JUN2013,12,12086,12086005104,25.78693,-80.23583,32.3761,3.5034
2013,15JUN2013,12,12086,12086004901,25.78722,-80.26434,31.8749,3.4959
2013,15JUN2013,12,12086,12086003001,25.78787,-80.21072,32.6137,3.4678
2013,15JUN2013,12,12086,12086004205,25.78895,-80.13231,33.3038,3.5505
2013,15JUN2013,12,12086,12086004203,25.78901,-80.14334,33.2975,3.573
2013,15JUN2013,12,12086,12086003004,25.7894,-80.2189,32.6213,3.4797
2013,15JUN2013,12,12086,12086005001,25.78979,-80.24762,32.1369,3.5771
2013,15JUN2013,12,12086,12086004204,25.79111,-80.13894,33.1439,3.5433
2013,15JUN2013,12,12086,12086003003,25.79116,-80.22972,32.4807,3.3436
2013,15JUN2013,12,12086,12086002703,25.79185,-80.18041,32.9806,3.5054
2013,15JUN2013,12,12086,12086003100,25.79243,-80.20152,32.7926,3.4701
2013,15JUN2013,12,12086,12086004206,25.79454,-80.13172,33.2362,3.6783
2013,15JUN2013,12,12086,12086009010,25.79597,-80.35475,29.0983,3.559
2013,15JUN2013,12,12086,12086980500,25.79646,-80.28777,31.3031,3.5794
2013,15JUN2013,12,12086,12086002702,25.79791,-80.19155,32.8998,3.5038
2013,15JUN2013,12,12086,12086002402,25.79822,-80.23166,32.4602,3.5086
2013,15JUN2013,12,12086,12086002900,25.79877,-80.21471,32.6085,3.4021
2013,15JUN2013,12,12086,12086002800,25.79966,-80.19912,32.906,3.4159
2013,15JUN2013,12,12086,12086002706,25.80116,-80.1868,32.8731,3.4981
2013,15JUN2013,12,12086,12086004106,25.80194,-80.13765,33.2224,3.5197
2013,15JUN2013,12,12086,12086004105,25.80431,-80.12694,33.2519,3.5916
2013,15JUN2013,12,12086,12086001703,25.80498,-80.24737,32.0463,3.4931
2013,15JUN2013,12,12086,12086002501,25.8059,-80.21796,32.5214,3.5125
2013,15JUN2013,12,12086,12086002403,25.80694,-80.23614,32.3288,3.5381
2013,15JUN2013,12,12086,12086002404,25.8071,-80.2279,32.4488,3.526
2013,15JUN2013,12,12086,12086002600,25.80744,-80.19904,32.7848,3.536
2013,15JUN2013,12,12086,12086004103,25.80821,-80.124,33.0874,3.6433
2013,15JUN2013,12,12086,12086002502,25.80884,-80.2121,32.7136,3.5752
2013,15JUN2013,12,12086,12086002705,25.80903,-80.18325,32.9544,3.6338
2013,15JUN2013,12,12086,12086009100,25.81045,-80.31569,30.5405,3.5754
2013,15JUN2013,12,12086,12086004702,25.81354,-80.29473,31.1024,3.5415
2013,15JUN2013,12,12086,12086004703,25.81458,-80.27729,31.6418,3.612
2013,15JUN2013,12,12086,12086009039,25.81529,-80.37807,28.3178,3.3925
2013,15JUN2013,12,12086,12086004000,25.81629,-80.13324,33.3186,3.5852
2013,15JUN2013,12,12086,12086002300,25.81679,-80.2152,32.6787,3.5534
2013,15JUN2013,12,12086,12086001602,25.81731,-80.26601,31.9737,3.4783
