year,date,statefips,countyfips,ctfips,latitude,longitude,ds_pm_pred,ds_pm_stdd
2013,15JUN2013,12,12086,12086010400,25.55028,-80.41318,7.9614,1.7454
2013,15JUN2013,12,12086,12086010300,25.55113,-80.47524,7.6233,1.7068
2013,15JUN2013,12,12086,12086010617,25.55142,-80.34838,8.03,1.7779
2013,15JUN2013,12,12086,12086010614,25.55357,-80.36776,8.0231,1.7908
2013,15JUN2013,12,12086,12086010612,25.56718,-80.34107,8.1123,1.8558
2013,15JUN2013,12,12086,12086010609,25.57039,-80.36181,8.0916,1.7338
2013,15JUN2013,12,12086,12086010209,25.5744,-80.39397,7.977,1.7051
2013,15JUN2013,12,12086,12086010210,25.57473,-80.38124,8.052,1.8159
2013,15JUN2013,12,12086,12086010613,25.57553,-80.31682,8.1902,1.8229
2013,15JUN2013,12,12086,12086010608,25.57678,-80.34714,8.1054,1.7666
2013,15JUN2013,12,12086,12086010201,25.57991,-80.44055,7.8377,1.6861
2013,15JUN2013,12,12086,12086010606,25.5853,-80.35498,8.1155,1.839
2013,15JUN2013,12,12086,12086010610,25.5876,-80.32493,8.2139,1.7899
2013,15JUN2013,12,12086,12086010205,25.58909,-80.38481,8.0778,1.7756
2013,15JUN2013,12,12086,12086010208,25.58936,-80.37743,8.1713,1.8172
2013,15JUN2013,12,12086,12086010204,25.58963,-80.3992,8.0398,1.7834
2013,15JUN2013,12,12086,12086010207,25.59077,-80.36756,8.1296,1.8293
2013,15JUN2013,12,12086,12086010604,25.59094,-80.33859,8.1619,1.8016
2013,15JUN2013,12,12086,12086019800,25.60269,-80.45433,7.7526,1.7024
2013,15JUN2013,12,12086,12086019900,25.60315,-80.41901,7.9043,1.7117
2013,15JUN2013,12,12086,12086020300,25.60464,-80.38143,8.0302,1.8204
2013,15JUN2013,12,12086,12086008308,25.60568,-80.37137,8.117,1.7553
2013,15JUN2013,12,12086,12086008208,25.60629,-80.34419,8.2612,1.8514
2013,15JUN2013,12,12086,12086008309,25.60646,-80.35764,8.1928,1.7704
2013,15JUN2013,12,12086,12086008209,25.60775,-80.32641,8.2258,1.799
2013,15JUN2013,12,12086,12086020200,25.61312,-80.39757,8.0503,1.7523
2013,15JUN2013,12,12086,12086020000,25.61439,-80.42609,7.8922,1.7077
2013,15JUN2013,12,12086,12086019700,25.61765,-80.45486,7.7479,1.676
2013,15JUN2013,12,12086,12086008202,25.62029,-80.33061,8.3021,1.7863
2013,15JUN2013,12,12086,12086008306,25.62101,-80.35435,8.1864,1.7928
2013,15JUN2013,12,12086,12086008307,25.62114,-80.37128,8.1806,1.8335
2013,15JUN2013,12,12086,12086020100,25.62128,-80.41917,8.0127,1.7386
2013,15JUN2013,12,12086,12086008207,25.6218,-80.31187,8.329,1.7887
2013,15JUN2013,12,12086,12086010198,25.63107,-80.44036,7.8602,1.7054
2013,15JUN2013,12,12086,12086008304,25.63395,-80.37132,8.2123,1.7678
2013,15JUN2013,12,12086,12086019500,25.63411,-80.42733,8.0341,1.7395
2013,15JUN2013,12,12086,12086019300,25.63448,-80.39185,8.1036,1.7387
2013,15JUN2013,12,12086,12086008206,25.63662,-80.32858,8.2981,1.7898
2013,15JUN2013,12,12086,12086008305,25.63791,-80.35135,8.2764,1.7558
2013,15JUN2013,12,12086,12086008205,25.63812,-80.3025,8.3896,1.8292
2013,15JUN2013,12,12086,12086019600,25.63818,-80.47526,7.702,1.7245
2013,15JUN2013,12,12086,12086019400,25.64452,-80.40322,8.0911,1.7979
2013,15JUN2013,12,12086,12086980200,25.64803,-80.43141,7.9744,1.7661
2013,15JUN2013,12,12086,12086008415,25.65419,-80.359,8.2576,1.7763
2013,15JUN2013,12,12086,12086008102,25.65428,-80.31973,8.3811,1.8261
2013,15JUN2013,12,12086,12086008101,25.65428,-80.29919,8.3877,1.8905
2013,15JUN2013,12,12086,12086008414,25.65463,-80.37694,8.1327,1.8081
2013,15JUN2013,12,12086,12086008409,25.65559,-80.33956,8.3304,1.8257
2013,15JUN2013,12,12086,12086010193,25.65862,-80.44177,7.918,1.7505
2013,15JUN2013,12,12086,12086018700,25.66305,-80.42824,8.0403,1.783
2013,15JUN2013,12,12086,12086018900,25.66385,-80.40802,8.0593,1.7765
2013,15JUN2013,12,12086,12086019200,25.66386,-80.39333,8.1411,1.7927
2013,15JUN2013,12,12086,12086018500,25.66542,-80.4369,7.905,1.7622
2013,15JUN2013,12,12086,12086018200,25.66551,-80.47548,7.6405,1.6528
2013,15JUN2013,12,12086,12086018400,25.66594,-80.44566,7.8905,1.751
2013,15JUN2013,12,12086,12086018800,25.66957,-80.41996,7.9209,1.7608
2013,15JUN2013,12,12086,12086008000,25.67216,-80.26808,8.3988,1.8165
2013,15JUN2013,12,12086,12086007806,25.67455,-80.29349,8.4452,1.8653
2013,15JUN2013,12,12086,12086008405,25.67518,-80.34935,8.2589,1.7716
2013,15JUN2013,12,12086,12086007807,25.6759,-80.31076,8.4122,1.8439
2013,15JUN2013,12,12086,12086008410,25.67653,-80.38214,8.1872,1.7599
2013,15JUN2013,12,12086,12086008417,25.67668,-80.37227,8.2211,1.8031
2013,15JUN2013,12,12086,12086018100,25.67683,-80.43754,7.9474,1.6961
2013,15JUN2013,12,12086,12086018000,25.6769,-80.47268,7.7161,1.6975
2013,15JUN2013,12,12086,12086018300,25.67785,-80.44557,7.8063,1.7053
2013,15JUN2013,12,12086,12086018600,25.67785,-80.42756,7.9475,1.7992
2013,15JUN2013,12,12086,12086011500,25.6782,-80.69166,6.5086,1.5489
2013,15JUN2013,12,12086,12086019000,25.67835,-80.4085,8.0359,1.7655
2013,15JUN2013,12,12086,12086019100,25.67883,-80.39473,8.1357,1.7771
2013,15JUN2013,12,12086,12086007805,25.67893,-80.3288,8.3532,1.8007
2013,15JUN2013,12,12086,12086007801,25.67995,-80.27944,8.5169,1.7922
2013,15JUN2013,12,12086,12086008416,25.68147,-80.36234,8.2559,1.7789
2013,15JUN2013,12,12086,12086004602,25.68382,-80.16411,8.3112,1.8353
2013,15JUN2013,12,12086,12086007804,25.68537,-80.31721,8.4256,1.7941
2013,15JUN2013,12,12086,12086017600,25.68828,-80.43523,7.9141,1.74
2013,15JUN2013,12,12086,12086004608,25.68879,-80.16138,8.3924,1.8703
2013,15JUN2013,12,12086,12086017700,25.6888,-80.44315,7.8962,1.704
2013,15JUN2013,12,12086,12086017300,25.68964,-80.41028,8.0426,1.7506
2013,15JUN2013,12,12086,12086004607,25.69,-80.15888,8.2703,1.8151
2013,15JUN2013,12,12086,12086017900,25.69164,-80.46146,7.7393,1.7379
2013,15JUN2013,12,12086,12086008412,25.69203,-80.37738,8.2193,1.7486
2013,15JUN2013,12,12086,12086017400,25.69268,-80.42287,7.9166,1.7832
2013,15JUN2013,12,12086,12086008419,25.69422,-80.36282,8.2191,1.7513
2013,15JUN2013,12,12086,12086008407,25.69468,-80.34708,8.3325,1.8069
2013,15JUN2013,12,12086,12086017200,25.69558,-80.40613,8.0295,1.6786
2013,15JUN2013,12,12086,12086017500,25.69565,-80.43443,7.8912,1.7035
2013,15JUN2013,12,12086,12086017800,25.69588,-80.44246,7.8632,1.7528
2013,15JUN2013,12,12086,12086007604,25.69658,-80.29576,8.5076,1.8513
2013,15JUN2013,12,12086,12086007902,25.69736,-80.27687,8.525,1.7963
2013,15JUN2013,12,12086,12086007705,25.69789,-80.3261,8.3953,1.8322
2013,15JUN2013,12,12086,12086004605,25.69818,-80.15945,8.3247,1.8541
2013,15JUN2013,12,12086,12086008418,25.69904,-80.37402,8.212,1.7444
2013,15JUN2013,12,12086,12086007704,25.70138,-80.312,8.4535,1.7857
2013,15JUN2013,12,12086,12086980900,25.70409,-80.48773,7.5189,1.69
2013,15JUN2013,12,12086,12086015600,25.70448,-80.37749,8.2094,1.7649
2013,15JUN2013,12,12086,12086016500,25.70565,-80.46279,7.6929,1.7359
2013,15JUN2013,12,12086,12086016700,25.70643,-80.43585,7.8571,1.741
2013,15JUN2013,12,12086,12086016600,25.70648,-80.44346,7.8403,1.7344
2013,15JUN2013,12,12086,12086007901,25.70688,-80.27106,8.515,1.8058
2013,15JUN2013,12,12086,12086016800,25.7069,-80.42347,7.9662,1.7795
2013,15JUN2013,12,12086,12086016900,25.70715,-80.41999,8.0239,1.7384
2013,15JUN2013,12,12086,12086017100,25.70731,-80.40272,8.0603,1.7922
2013,15JUN2013,12,12086,12086017000,25.70758,-80.41064,7.9747,1.7699
2013,15JUN2013,12,12086,12086015700,25.70897,-80.39206,8.1849,1.8232
2013,15JUN2013,12,12086,12086008502,25.70917,-80.34253,8.3883,1.8048
2013,15JUN2013,12,12086,12086008602,25.70947,-80.36848,8.2295,1.8009
2013,15JUN2013,12,12086,12086007603,25.71148,-80.28974,8.5068,1.8109
2013,15JUN2013,12,12086,12086007503,25.71478,-80.27251,8.5561,1.8128
2013,15JUN2013,12,12086,12086008601,25.71707,-80.35495,8.35,1.7785
2013,15JUN2013,12,12086,12086007300,25.71747,-80.25261,8.5484,1.7982
2013,15JUN2013,12,12086,12086980300,25.7175,-80.27893,8.5598,1.8258
2013,15JUN2013,12,12086,12086007605,25.71814,-80.30461,8.5378,1.8063
2013,15JUN2013,12,12086,12086016300,25.71866,-80.44404,7.8314,1.7334
2013,15JUN2013,12,12086,12086007606,25.71884,-80.29817,8.5076,1.7918
2013,15JUN2013,12,12086,12086007702,25.71962,-80.32178,8.4358,1.7871
2013,15JUN2013,12,12086,12086016400,25.72058,-80.46542,7.6758,1.6448
2013,15JUN2013,12,12086,12086016100,25.72135,-80.42736,7.9127,1.7474
2013,15JUN2013,12,12086,12086016000,25.72169,-80.41943,7.9411,1.7175
2013,15JUN2013,12,12086,12086015900,25.72192,-80.4114,8.039,1.7574
2013,15JUN2013,12,12086,12086015800,25.7222,-80.40334,8.0305,1.6936
2013,15JUN2013,12,12086,12086008701,25.72222,-80.37704,8.1819,1.7612
2013,15JUN2013,12,12086,12086016200,25.72272,-80.4379,7.8518,1.7054
2013,15JUN2013,12,12086,12086008501,25.72467,-80.34332,8.3528,1.7612
2013,15JUN2013,12,12086,12086008702,25.72532,-80.36621,8.2705,1.7714
2013,15JUN2013,12,12086,12086007601,25.72626,-80.29026,8.6043,1.7851
2013,15JUN2013,12,12086,12086007200,25.7268,-80.2536,8.5923,1.8026
2013,15JUN2013,12,12086,12086007501,25.72732,-80.28005,8.551,1.7963
2013,15JUN2013,12,12086,12086980400,25.72903,-80.15687,8.4194,1.8031
2013,15JUN2013,12,12086,12086007103,25.72958,-80.24208,8.5253,1.7657
2013,15JUN2013,12,12086,12086007400,25.72991,-80.26552,8.5954,1.7644
2013,15JUN2013,12,12086,12086007101,25.73193,-80.24911,8.5278,1.7953
2013,15JUN2013,12,12086,12086006801,25.73469,-80.23423,8.5716,1.7822
2013,15JUN2013,12,12086,12086007104,25.73513,-80.24147,8.5349,1.7844
2013,15JUN2013,12,12086,12086015200,25.73519,-80.45883,7.7235,1.7513
2013,15JUN2013,12,12086,12086015400,25.73656,-80.40991,7.9517,1.6798
2013,15JUN2013,12,12086,12086015300,25.73683,-80.42852,7.8863,1.6755
2013,15JUN2013,12,12086,12086015500,25.73742,-80.39202,8.1065,1.7597
2013,15JUN2013,12,12086,12086007002,25.7389,-80.24939,8.5227,1.7902
2013,15JUN2013,12,12086,12086006002,25.7392,-80.30848,8.5139,1.7992
2013,15JUN2013,12,12086,12086008803,25.73941,-80.37619,8.1893,1.7333
2013,15JUN2013,12,12086,12086008804,25.73975,-80.35972,8.3126,1.783
2013,15JUN2013,12,12086,12086008806,25.74011,-80.3477,8.3739,1.7917
2013,15JUN2013,12,12086,12086008805,25.74028,-80.33971,8.3213,1.7652
2013,15JUN2013,12,12086,12086007701,25.74039,-80.3276,8.451,1.7838
2013,15JUN2013,12,12086,12086006802,25.7416,-80.21898,8.5267,1.8095
2013,15JUN2013,12,12086,12086006001,25.74283,-80.29737,8.4859,1.76
2013,15JUN2013,12,12086,12086006102,25.74568,-80.27716,8.6105,1.7767
2013,15JUN2013,12,12086,12086006203,25.74597,-80.26061,8.5803,1.7783
2013,15JUN2013,12,12086,12086007001,25.74667,-80.24629,8.5778,1.7713
2013,15JUN2013,12,12086,12086006900,25.74689,-80.22939,8.5487,1.7601
2013,15JUN2013,12,12086,12086006706,25.74849,-80.19826,8.5178,1.7264
2013,15JUN2013,12,12086,12086015100,25.74882,-80.46948,7.6463,1.668
2013,15JUN2013,12,12086,12086008906,25.75068,-80.3599,8.2959,1.7338
2013,15JUN2013,12,12086,12086005903,25.75184,-80.31177,8.4886,1.8134
2013,15JUN2013,12,12086,12086005904,25.75212,-80.2955,8.5213,1.7859
2013,15JUN2013,12,12086,12086015000,25.75214,-80.42458,7.9245,1.7632
2013,15JUN2013,12,12086,12086014900,25.75232,-80.41256,7.948,1.6857
2013,15JUN2013,12,12086,12086014800,25.75239,-80.40451,7.9984,1.7049
2013,15JUN2013,12,12086,12086014700,25.75253,-80.39589,8.0465,1.7105
2013,15JUN2013,12,12086,12086006206,25.75266,-80.2608,8.5613,1.8223
2013,15JUN2013,12,12086,12086014600,25.75371,-80.38827,8.1652,1.7542
2013,15JUN2013,12,12086,12086008904,25.75384,-80.37653,8.165,1.6774
2013,15JUN2013,12,12086,12086006302,25.75394,-80.24637,8.6066,1.7648
2013,15JUN2013,12,12086,12086006501,25.75421,-80.23434,8.5171,1.7389
2013,15JUN2013,12,12086,12086006504,25.75446,-80.2182,8.5287,1.732
2013,15JUN2013,12,12086,12086006503,25.75448,-80.22622,8.5668,1.7359
2013,15JUN2013,12,12086,12086008902,25.75467,-80.3439,8.314,1.7447
2013,15JUN2013,12,12086,12086006705,25.75486,-80.19565,8.5243,1.7249
2013,15JUN2013,12,12086,12086008901,25.75495,-80.32821,8.4386,1.7778
2013,15JUN2013,12,12086,12086006702,25.75712,-80.20168,8.5585,1.7883
2013,15JUN2013,12,12086,12086008907,25.75797,-80.36021,8.2409,1.7116
2013,15JUN2013,12,12086,12086006714,25.75857,-80.19084,8.5372,1.7458
2013,15JUN2013,12,12086,12086006101,25.75889,-80.27875,8.5699,1.7619
2013,15JUN2013,12,12086,12086005902,25.75919,-80.31233,8.3731,1.7343
2013,15JUN2013,12,12086,12086005901,25.75968,-80.29577,8.5631,1.791
2013,15JUN2013,12,12086,12086006201,25.76005,-80.26395,8.5707,1.7759
2013,15JUN2013,12,12086,12086006205,25.76027,-80.25782,8.4891,1.6797
2013,15JUN2013,12,12086,12086006601,25.76045,-80.20846,8.5243,1.7087
2013,15JUN2013,12,12086,12086006713,25.76128,-80.19049,8.4617,1.6864
2013,15JUN2013,12,12086,12086006301,25.76133,-80.24704,8.6017,1.8109
2013,15JUN2013,12,12086,12086006401,25.76162,-80.23465,8.5592,1.7834
2013,15JUN2013,12,12086,12086006403,25.76181,-80.21832,8.5045,1.7813
2013,15JUN2013,12,12086,12086006402,25.76186,-80.22649,8.5206,1.697
2013,15JUN2013,12,12086,12086006711,25.7641,-80.18978,8.4821,1.7799
2013,15JUN2013,12,12086,12086009022,25.7643,-80.3826,8.1488,1.7286
2013,15JUN2013,12,12086,12086004500,25.7644,-80.13846,8.4343,1.7728
2013,15JUN2013,12,12086,12086009020,25.76488,-80.37071,8.2281,1.7458
2013,15JUN2013,12,12086,12086009021,25.76499,-80.37674,8.1777,1.7236
2013,15JUN2013,12,12086,12086014500,25.76516,-80.40124,7.9954,1.6598
2013,15JUN2013,12,12086,12086009019,25.76516,-80.36077,8.295,1.7515
2013,15JUN2013,12,12086,12086006602,25.76529,-80.19989,8.561,1.7187
2013,15JUN2013,12,12086,12086009006,25.76582,-80.33673,8.3497,1.7853
2013,15JUN2013,12,12086,12086005802,25.76653,-80.30346,8.4437,1.7696
2013,15JUN2013,12,12086,12086005410,25.7673,-80.2267,8.5072,1.743
2013,15JUN2013,12,12086,12086006707,25.76735,-80.18496,8.5135,1.6995
2013,15JUN2013,12,12086,12086005801,25.76762,-80.28099,8.5873,1.7076
2013,15JUN2013,12,12086,12086005304,25.76763,-80.21855,8.5228,1.6873
2013,15JUN2013,12,12086,12086006709,25.7678,-80.18916,8.523,1.7497
2013,15JUN2013,12,12086,12086005600,25.76805,-80.26347,8.5771,1.7697
2013,15JUN2013,12,12086,12086005502,25.7685,-80.24715,8.5785,1.7449
2013,15JUN2013,12,12086,12086005407,25.76889,-80.23491,8.5468,1.749
2013,15JUN2013,12,12086,12086005302,25.76978,-80.21105,8.5788,1.7069
2013,15JUN2013,12,12086,12086005409,25.77091,-80.22675,8.5273,1.7167
2013,15JUN2013,12,12086,12086005303,25.77145,-80.21864,8.537,1.7466
2013,15JUN2013,12,12086,12086003705,25.77166,-80.19471,8.5864,1.8035
2013,15JUN2013,12,12086,12086009015,25.77173,-80.34653,8.3255,1.7456
2013,15JUN2013,12,12086,12086009017,25.77195,-80.37531,8.0986,1.6662
2013,15JUN2013,12,12086,12086009029,25.77217,-80.36145,8.2642,1.7841
2013,15JUN2013,12,12086,12086003602,25.77229,-80.20403,8.5774,1.7231
2013,15JUN2013,12,12086,12086003703,25.77275,-80.18873,8.5367,1.7737
2013,15JUN2013,12,12086,12086009014,25.77322,-80.32872,8.3915,1.7381
2013,15JUN2013,12,12086,12086003704,25.77341,-80.19151,8.5121,1.7265
2013,15JUN2013,12,12086,12086981000,25.77403,-80.16568,8.5282,1.7959
2013,15JUN2013,12,12086,12086005701,25.7741,-80.29683,8.508,1.7342
2013,15JUN2013,12,12086,12086005704,25.77474,-80.28003,8.4932,1.6766
2013,15JUN2013,12,12086,12086009026,25.7749,-80.33836,8.299,1.7375
2013,15JUN2013,12,12086,12086004902,25.77522,-80.26373,8.5803,1.7719
2013,15JUN2013,12,12086,12086009023,25.77551,-80.37866,8.1613,1.7084
2013,15JUN2013,12,12086,12086005501,25.77564,-80.24739,8.567,1.7345
2013,15JUN2013,12,12086,12086014300,25.7758,-80.40473,7.9824,1.7092
2013,15JUN2013,12,12086,12086014400,25.77586,-80.39337,8.0849,1.7494
2013,15JUN2013,12,12086,12086004405,25.77597,-80.13838,8.4629,1.7915
2013,15JUN2013,12,12086,12086014200,25.77599,-80.41281,7.9311,1.6654
2013,15JUN2013,12,12086,12086005403,25.7761,-80.23755,8.5361,1.7205
2013,15JUN2013,12,12086,12086005405,25.77619,-80.2322,8.5615,1.7188
2013,15JUN2013,12,12086,12086005406,25.77619,-80.22575,8.5164,1.721
2013,15JUN2013,12,12086,12086009027,25.77668,-80.34316,8.3595,1.7526
2013,15JUN2013,12,12086,12086003601,25.77668,-80.20073,8.5673,1.7113
2013,15JUN2013,12,12086,12086005201,25.7767,-80.21882,8.5383,1.7167
2013,15JUN2013,12,12086,12086005202,25.7769,-80.21133,8.5724,1.7504
2013,15JUN2013,12,12086,12086004403,25.77692,-80.13431,8.4659,1.8097
2013,15JUN2013,12,12086,12086009031,25.77756,-80.32865,8.3883,1.7338
2013,15JUN2013,12,12086,12086004404,25.77763,-80.13186,8.4255,1.7823
2013,15JUN2013,12,12086,12086003707,25.77802,-80.19007,8.5956,1.7743
2013,15JUN2013,12,12086,12086003706,25.7781,-80.19389,8.5553,1.7431
2013,15JUN2013,12,12086,12086004406,25.77847,-80.14073,8.4582,1.7344
2013,15JUN2013,12,12086,12086009028,25.77861,-80.36151,8.2455,1.725
2013,15JUN2013,12,12086,12086009024,25.77912,-80.34751,8.2947,1.7575
2013,15JUN2013,12,12086,12086009030,25.77994,-80.32932,8.3588,1.7943
2013,15JUN2013,12,12086,12086005703,25.78006,-80.2775,8.5177,1.7407
2013,15JUN2013,12,12086,12086005103,25.78139,-80.23527,8.5615,1.7614
2013,15JUN2013,12,12086,12086005002,25.78216,-80.24809,8.5422,1.7437
2013,15JUN2013,12,12086,12086490100,25.78236,-80.2599,8.6069,1.7244
2013,15JUN2013,12,12086,12086005102,25.78275,-80.22373,8.5545,1.7311
2013,15JUN2013,12,12086,12086004301,25.78296,-80.1423,8.5077,1.7846
2013,15JUN2013,12,12086,12086003702,25.78333,-80.18986,8.5511,1.7243
2013,15JUN2013,12,12086,12086003400,25.78392,-80.20052,8.5593,1.7105
2013,15JUN2013,12,12086,12086004303,25.78416,-80.13219,8.4241,1.7803
2013,15JUN2013,12,12086,12086004304,25.78465,-80.13845,8.4567,1.8033
2013,15JUN2013,12,12086,12086014100,25.78471,-80.43788,7.7746,1.706
2013,15JUN2013,12,12086,12086004102,25.78495,-80.15737,8.5492,1.7371
2013,15JUN2013,12,12086,12086005104,25.78693,-80.23583,8.5798,1.711
2013,15JUN2013,12,12086,12086004901,25.78722,-80.26434,8.5614,1.7388
2013,15JUN2013,12,12086,12086003001,25.78787,-80.21072,8.5399,1.7201
2013,15JUN2013,12,12086,12086004205,25.78895,-80.13231,8.5346,1.7991
2013,15JUN2013,12,12086,12086004203,25.78901,-80.14334,8.4413,1.8104
2013,15JUN2013,12,12086,12086003004,25.7894,-80.2189,8.4839,1.6773
2013,15JUN2013,12,12086,12086005001,25.78979,-80.24762,8.579,1.7416
2013,15JUN2013,12,12086,12086004204,25.79111,-80.13894,8.4782,1.7911
2013,15JUN2013,12,12086,12086003003,25.79116,-80.22972,8.5302,1.68
2013,15JUN2013,12,12086,12086002703,25.79185,-80.18041,8.5681,1.7349
2013,15JUN2013,12,12086,12086003100,25.79243,-80.20152,8.5705,1.7544
2013,15JUN2013,12,12086,12086004206,25.79454,-80.13172,8.4743,1.7742
2013,15JUN2013,12,12086,12086009010,25.79597,-80.35475,8.3019,1.7067
2013,15JUN2013,12,12086,12086980500,25.79646,-80.28777,8.521,1.7569
2013,15JUN2013,12,12086,12086002702,25.79791,-80.19155,8.5734,1.7427
2013,15JUN2013,12,12086,12086002402,25.79822,-80.23166,8.6051,1.7255
2013,15JUN2013,12,12086,12086002900,25.79877,-80.21471,8.5843,1.6778
2013,15JUN2013,12,12086,12086002800,25.79966,-80.19912,8.5619,1.7574
2013,15JUN2013,12,12086,12086002706,25.80116,-80.1868,8.5688,1.7556
2013,15JUN2013,12,12086,12086004106,25.80194,-80.13765,8.4874,1.7611
2013,15JUN2013,12,12086,12086004105,25.80431,-80.12694,8.4552,1.8192
2013,15JUN2013,12,12086,12086001703,25.80498,-80.24737,8.5791,1.7296
2013,15JUN2013,12,12086,12086002501,25.8059,-80.21796,8.5579,1.6647
2013,15JUN2013,12,12086,12086002403,25.80694,-80.23614,8.595,1.7192
2013,15JUN2013,12,12086,12086002404,25.8071,-80.2279,8.612,1.7227
2013,15JUN2013,12,12086,12086002600,25.80744,-80.19904,8.5961,1.7046
2013,15JUN2013,12,12086,12086004103,25.80821,-80.124,8.4566,1.7853
2013,15JUN2013,12,12086,12086002502,25.80884,-80.2121,8.5904,1.7166
2013,15JUN2013,12,12086,12086002705,25.80903,-80.18325,8.5942,1.7409
2013,15JUN2013,12,12086,12086009100,25.81045,-80.31569,8.3875,1.7371
2013,15JUN2013,12,12086,12086004702,25.81354,-80.29473,8.5507,1.7193
2013,15JUN2013,12,12086,12086004703,25.81458,-80.27729,8.5559,1.7267
2013,15JUN2013,12,12086,12086009039,25.81529,-80.37807,8.0737,1.7236
2013,15JUN2013,12,12086,12086004000,25.81629,-80.13324,8.4888,1.8196
2013,15JUN2013,12,12086,12086002300,25.81679,-80.2152,8.5779,1.7467
2013,15JUN2013,12,12086,12086001602,25.81731,-80.26601,8.613,1.7032
